Category,Product,Price,Quantity
spesa bio,"galbusera, buon pertutti con semi di canapa e lenticchie soffiate biologici 200 g",12.95 € / kg,0.2 kg
spesa bio,"pfanner bio, nettare di mirtillo 500 ml",7.32 € / l,
spesa bio,"poggio del farro, farro soffiato bio al cioccolato 160 g",16.82 € / kg,0.16 kg
spesa bio,"bjorg, latte di mandorla bio-eco bevanda a base di mandorla 1 l",2.99 € / l,1.0 l
spesa bio,"rummo, bio integrale fusilli n° 48 500 g",3.98 € / kg,0.5 kg
spesa bio,"fiorentini, si&no al riso nero biologico 80 g",26.13 € / kg,0.08 kg
spesa bio,"euro food, pronto limone bio 250 ml",8.60 € / l,
spesa bio,"mental, bio zenzero limone caramelle dure 90 g",24.34 € / kg,0.09 kg
spesa bio,"rigoni di asiago, fiordifrutta preparato fragole e fragoline di bosco biologico 630 g",13.64 € / kg,0.63 kg
spesa bio,"garofalo, casarecce n. 5-88 pasta di semola integrale di grano duro 500 g",3.60 € / kg,0.5 kg
spesa bio,"heinz, tomato ketchup bio top down 255 g",11.73 € / kg,0.255 kg
spesa bio,"fileni, bocconcini panati di petto di pollo biologico 220 g",20.46 € / kg,0.22 kg
spesa bio,"rigoni di asiago, fiordifrutta preparazione di agrumi e zenzero biologica 260 g",15.20 € / kg,0.26 kg
spesa bio,"giancarlo polenghi, acti lemon succo di limone di sicilia e zenzero conf. 8x15 ml",17.84 € / l,
spesa bio,"bottega di sicilia, salsa pronta di pomodorino ciliegino e basilico biologica 330 ml",5.91 € / kg,
spesa bio,"az. agricola ""san benedetto"", conserva di susine ""montepulciano"" 400 g",9.73 € / kg,0.4 kg
spesa bio,"damiano, amandino crema di mandorle pelate bio 180 g",27.73 € / kg,0.18 kg
spesa bio,"garofalo, mafalda n. 5-79 pasta di semola di grano duro integrale 500 g",3.60 € / kg,0.5 kg
spesa bio,"alce nero, legumi lessati fagioli borlotti 300 g - peso netto sgocc. 200 g",13.95 € / kg,0.2 kg
spesa bio,"molino spadoni, gran mugnaio bio farina biologica di grano tenero tipo ""0"" 1 kg",2.33 € / kg,1.0 kg
spesa bio,"fiorentini, bio riccioli di crusca 180 g",7.23 € / kg,0.18 kg
spesa bio,"bauer, brodo di carne biologico 6 dadi 60 g",40.84 € / kg,0.06 kg
spesa bio,"biosicilia, marmellata di arance amare di sicilia biologica 370 g",11.87 € / kg,0.37 kg
spesa bio,"molino filippini, farina di riso integrale biologica 375 g",6.24 € / kg,0.375 kg
spesa bio,"colfiorito, bio miglio decorticato 400 g",5.73 € / kg,0.4 kg
spesa bio,"poggio del farro, farro flakes bio integrali 240 g",11.21 € / kg,0.24 kg
spesa bio,"molino grassi, qb multicereali farina biologica di manitoba 1 kg",2.99 € / kg,1.0 kg
spesa bio,"felicia bio, fusilli di grano saraceno biologici 340 g",9.15 € / kg,0.34 kg
spesa bio,"viamia, bevanda a base avena 1 l",2.99 € / l,1.0 l
spesa bio,"biffi, pesto classico biologico 90 g",24.34 € / kg,0.09 kg
spesa bio,"altromercato bio, mascobado zucchero di canna integrale dalle filippine 500 g",6.84 € / kg,0.5 kg
spesa bio,"cusaro, riso carnaroli biologico 1 kg",4.49 € / kg,1.0 kg
spesa bio,"de nigris, mela madre aceto di mele biologico 500 ml",8.98 € / l,
spesa bio,"ococo, bio 100% acqua di cocco 500 ml",6.38 € / l,
spesa bio,"io veg, tofu affumicato 175 g",22.80 € / kg,0.175 kg
spesa bio,"bonduelle, piselli bio cotti al vapore conf. 2x150 g - peso netto sgocc.2x130 g",10.74 € / kg,0.26 kg
spesa bio,"biscopan, il grissino rustico bio 200 g",14.45 € / kg,0.2 kg
spesa bio,"sojasun, cocco bianco senza zucchero 150 g",12.94 € / kg,0.15 kg
spesa bio,"adi apicoltura, miele italiano di acacia biologico 250 g",27.96 € / kg,0.25 kg
spesa bio,cozze biologiche 800 g,7.13 € / kg,0.8 kg
spesa bio,"felicia bio, penne di riso integrale 340 g",8.80 € / kg,0.34 kg
spesa bio,"bjorg, mandorla intensa biologica 1 l",2.99 € / l,1.0 l
spesa bio,"io veg, affettato bio vegetariano 80 g",42.38 € / kg,0.08 kg
spesa bio,"riso scotti, gran selezione risette riso e mais bio 150 g",14.61 € / kg,0.15 kg
spesa bio,"lavazza, ¡tierra!bio-organic for amazonia caffè macinato 180 g",21.06 € / kg,0.18 kg
spesa bio,"brioche pasquier, 36 fette biscottate integrali alla farina di farro biologiche 300 g",8.97 € / kg,0.3 kg
spesa bio,"pema, 4 tipi di pane integrale biologico segale farro 4 cereali lino conf. 10x50 g",9.18 € / kg,0.5 kg
spesa bio,"io veg, wurstel vegetariano 160 g",18.07 € / kg,0.16 kg
spesa bio,"felicia, linea legumi fusilli di farina di lenticchie rosse biologiche 250 g",12.08 € / kg,0.25 kg
spesa bio,"cuore di, riso soffiato al naturale biologico 100 g",19.80 € / kg,0.1 kg
spesa bio,"damiano, crema di pistacchio biologica 130 g",53.77 € / kg,0.13 kg
spesa bio,"galvanina, fru.it chinotto biologico 355 ml",7.02 € / l,
spesa bio,"maple farm, sciroppo d'acero biologico 189 ml",34.34 € / l,
spesa bio,"poggio del farro, farro perlato biologico 500 g",6.54 € / kg,0.5 kg
spesa bio,"pompadour, camomilla con finocchio18 filtri 39,6 g",87.18 € / kg,0.0396 kg
spesa bio,"cirio, le selezioni vellutata dolce datterino di sicilia biologico 350 g",6.49 € / kg,0.35 kg
spesa bio,"molino casillo, integrale bio farina integrale biologica 1 kg",1.60 € / kg,1.0 kg
spesa bio,"felicia, spaghetti grano saraceno integrale bio 340 g",9.15 € / kg,0.34 kg
spesa bio,"rigoni di asiago, nocciolata senza latte biologica 250 g",17.96 € / kg,0.25 kg
spesa bio,"altromercato bio, dulcita zucchero integrale di canna dall'ecuador 500 g",6.76 € / kg,0.5 kg
spesa bio,"alce nero, omogeneizzato di pera biologico conf. 2x80 g",11.19 € / kg,0.16 kg
spesa bio,"felicia bio, fusilli di riso integrale 340 g",8.80 € / kg,0.34 kg
spesa bio,"fileni, pollo carne macinata biologica 300 g",18.64 € / kg,0.3 kg
spesa bio,"molino grassi, qb kamut farina biologica 1 kg",5.24 € / kg,1.0 kg
spesa bio,"più cereali, granola dark biologico 400 g",11.98 € / kg,0.4 kg
spesa bio,"molino vigevano, farine professionali farina bio poco raffinata per pizza croccante 500 g",5.18 € / kg,0.5 kg
spesa bio,"crastan, orzo biologico 10 capsule",0.36 € / pz,
spesa bio,"pivetti,  farina di grano tenero tipo 1 milleusi biologica 1 kg",3.09 € / kg,1.0 kg
spesa bio,"fattoria pieve a salti, farro monococco integrale soffiato al miele 190 g",16.58 € / kg,0.19 kg
spesa bio,"yukybio, a pasta madre fette biscottate bio integrali conf. 2x92 g",14.87 € / kg,0.184 kg
spesa bio,"fior di pietra, farina integrale di segale da agricoltura biologica 500 g",2.92 € / kg,0.5 kg
spesa bio,"biscopan, pan kamut gallette bio 200 g",19.50 € / kg,0.2 kg
spesa bio,"felicia, mezzi rigatoni avena biologici 340 g",8.98 € / kg,0.34 kg
spesa bio,"il molino chiavazza, bio crusca di avena 250 g",11.96 € / kg,0.25 kg
spesa bio,"poggio del farro, farro soffiato ai mirtilli bio 140 g",20.36 € / kg,0.14 kg
spesa bio,"monini, l'oliva bella di cerignola biologica al naturale denocciolata 150 g",21.27 € / kg,0.15 kg
spesa bio,"vitabella, organic bio crunchy muesli con cioccolato fondente 240 g",12.46 € / kg,0.24 kg
spesa bio,"altromercato bio, mascao fondente extra 70% 100 g",24.50 € / kg,0.1 kg
spesa bio,"altromercato bio, mascao fondente extra 70% fave di cacao 100 g",25.90 € / kg,0.1 kg
spesa bio,"più cereali bio, quinoa flakes 200 g",13.70 € / kg,0.2 kg
spesa bio,"poggio del farro, farro integrale dicocco biologico 350 g",6.26 € / kg,0.35 kg
spesa bio,"caffè tcs, cicoria solubile 100 g",56.10 € / kg,0.1 kg
spesa bio,"euro company, 100% crema di arachidi bio 300 g",11.64 € / kg,0.3 kg
spesa bio,"rummo, le biologiche integrali farfalle n. 85 500 g",3.98 € / kg,0.5 kg
spesa bio,"felicia, linea legumi mezze penne di farina di piselli verdi biologici 250 g",12.08 € / kg,0.25 kg
spesa bio,"fiorentini, bio crusca di avena 180 g",13.84 € / kg,0.18 kg
spesa bio,"cannamela bionatura, cannella macinata biologica 42 g",68.81 € / kg,0.042 kg
spesa bio,"vitabella, organic bio senza allergeni barrette multigrain con cioccolato fondente  conf. 6x21,5 g",20.08 € / kg,0.129 kg
spesa bio,"foodspring, peanut butter 250 g",23.96 € / kg,0.25 kg
spesa bio,"alce nero, omogeneizzato di manzo biologico conf. 2x80 g",17.44 € / kg,0.16 kg
spesa bio,"perfect bio, granola proteica nocciole mandorle senza glutine 250 g",21.56 € / kg,0.25 kg
spesa bio,"fior di pietra, specialità integrale di farro fusilli 500 g",6.58 € / kg,0.5 kg
spesa bio,"fileni, pollo cotolette di petto biologiche 220 g",18.14 € / kg,0.22 kg
spesa bio,"cannamela bionatura, aglio macinato biologico 70 g",41.29 € / kg,0.07 kg
spesa bio,"jardin bio, sciroppo d'agave concentrato 250 ml",22.44 € / l,
spesa bio,"compagnia italiana, seitan alla piastra bio conf. 2x125 g",16.76 € / kg,0.25 kg
spesa bio,"pompadour, le tisane digestiva con camomilla e finocchio 15 filtri 30 g",113.01 € / kg,0.03 kg
spesa bio,"io veg, salamì affettato bio 80 g",41.13 € / kg,0.08 kg
spesa bio,"rigoni di asiago, nocciolata biologica 250 g",17.96 € / kg,0.25 kg
spesa bio,"alce nero, biscotti di farro biologici 250 g",11.96 € / kg,0.25 kg
spesa bio,"fior di pietra bio, penne rigate specialità integrale di farro 500 g",6.58 € / kg,0.5 kg
spesa bio,"galvanina, fru.it gassosa biologica 355 ml",6.99 € / l,
spesa bio,"hipp, omogeneizzato di mela e banana biologico conf. 2x80 g",13.69 € / kg,0.16 kg
spesa bio,"hipp, biologico baby soffi di cereali 30 g",36.01 € / kg,0.03 kg
spesa bio,"older, generoso brodo vegetale biologico 6 dadi 64 g",29.70 € / kg,0.064 kg
spesa bio,"caffè tcs, cicoria biologico mac. moka 250 g",16.32 € / kg,0.25 kg
spesa bio,"felicia, spaghetti alla spirulina bio 250 g",12.76 € / kg,0.25 kg
spesa bio,"lavazza, itierra! bio-organic for africa caffè macinato 180 g",21.06 € / kg,0.18 kg
spesa bio,"eurocompany, frutti del benessere goji bio 80 g",60.63 € / kg,0.08 kg
spesa bio,"cannamela bionatura, curry powder biologico 52 g",55.58 € / kg,0.052 kg
spesa bio,"rigoni di asiago, fiordifrutta melagrana aloe e ibisco bio 250 g",15.16 € / kg,0.25 kg
spesa bio,"perfect bio, porridge 250 g",15.96 € / kg,0.25 kg
spesa bio,"altromercato, manduvirà zucchero di canna biologico 500 g",4.40 € / kg,0.5 kg
spesa bio,"cannamela bionatura, pepe nero in grani biologico 28 g",109.65 € / kg,0.028 kg
spesa bio,"crastan, miscela di cereali da agricoltura biologica 125 g",24.80 € / kg,0.125 kg
spesa bio,"galvanina, fru.it pompelmo rosso biologico 355 ml",7.02 € / l,
spesa bio,"felicia bio, penne avena biologiche 340 g",8.98 € / kg,0.34 kg
spesa bio,"ethnos, olio di cocco biologico 200 ml",26.95 € / l,
spesa bio,"pompadour, le tisane buona notte con passiflora e canapa 15 filtri 30 g",102.67 € / kg,0.03 kg
spesa bio,"damiano, amandino crema di mandorle tostate biologica 180 g",27.73 € / kg,0.18 kg
spesa bio,"più cereali bio, granola frutta secca 400 g",11.98 € / kg,0.4 kg
spesa bio,"alpenliebe, soft toffee caramelle morbide 80 g",19.90 € / kg,0.08 kg
spesa bio,"asiago food, mirtilli di bosco bio surgelato 300 g",9.04 € / kg,0.3 kg
spesa bio,"più cereali bio, miglio flakes 200 g",13.70 € / kg,0.2 kg
spesa bio,"eridania, eritritolo bio 270 g",22.19 € / kg,0.27 kg
spesa bio,"molino vigevano,  farine professionali farina bio poco raffinata per pizza soffice 500 g",5.18 € / kg,0.5 kg
spesa bio,"mellin, pouff di ceci biologico 15 g",57.00 € / kg,0.015 kg
spesa bio,"cupper, te bianco biologico 20 filtri 34 g",73.24 € / kg,0.034 kg
spesa bio,"riso vignola, riso arborio biologico 750 g",6.52 € / kg,0.75 kg
spesa bio,"pietro coricelli, ethnos olio di lino biologico 250 ml",14.40 € / l,
spesa bio,"ortolina, kids bio pomodoro & ricotta conf. 2x100 g",12.95 € / kg,0.2 kg
spesa bio,"náttúra, 23 protein sport gallette biologiche 100 g",30.90 € / kg,0.1 kg
spesa bio,"rigoni di asiago, fiordifrutta preparazione con mandarino e curcuma biologica 260 g",15.20 € / kg,0.26 kg
spesa bio,"amio, ceci decorticati biologici 400 g",6.93 € / kg,0.4 kg
spesa bio,miele della lunigiana bio dop di castagno 400 g,18.73 € / kg,0.4 kg
spesa bio,"biscopan, pan kamut tostarelli bio 200 g",18.15 € / kg,0.2 kg
spesa bio,"matt, la scelta vegetale cocco bio 1 l",3.32 € / l,1.0 l
spesa bio,"costa d'oro, biologico non filtrato olio extra vergine d'oliva 1 l",7.95 € / l,1.0 l
spesa bio,"crastan, orzo biologico tostato macinato 25 cialde",24.94 € / kg,
spesa bio,"alce nero, omogeneizzato di verdure miste biologico conf. 2x80 g",11.19 € / kg,0.16 kg
spesa bio,"mellin, rotelle di piselli biologico 20 g",57.00 € / kg,0.02 kg
spesa bio,"hipp, omogeneizzato di prosciutto con verdure biologico conf. 2x80 g",15.57 € / kg,0.16 kg
spesa bio,"galvanina, fru.it aranciata biologico 355 ml",7.02 € / l,
spesa bio,"altromercato bio, compañera cioccolato extra fondente 70% 100 g",22.00 € / kg,0.1 kg
spesa bio,"perfect bio, granola original 250 g",15.96 € / kg,0.25 kg
spesa bio,"io veg, tofu al sesamo 170 g",21.71 € / kg,0.17 kg
spesa bio,"valfrutta, bio ceci conf. 2x400 g - peso netto sgocc. 2x240 g",7.48 € / kg,0.48 kg
spesa bio,"alce nero, omogeneizzato di trota e verdure conf. 2x80 g",18.69 € / kg,0.16 kg
spesa bio,"altromercato, bio mascao cioccolato al latte caramello e sale 100 g",28.00 € / kg,0.1 kg
spesa bio,"perfect bio, granola fave di cacao - cocco 250 g",19.96 € / kg,0.25 kg
spesa bio,"hampstead, organic pure green tea biodynamic 20 filtri 40 g",97.75 € / kg,0.04 kg
spesa bio,"whole earth, burro di arachidi biologico 320 g",15.60 € / kg,0.32 kg
spesa bio,"cuore di, farina tipo 2 biologica 500 g",5.18 € / kg,0.5 kg
spesa bio,"miele della lunigiana dop, acacia 250 g",23.96 € / kg,0.25 kg
spesa bio,"umberto cavicchioli & figli, bio lambrusco di modena doc biologico 75 cl",6.66 € / l,75.0 cl
spesa bio,"felicia, linea legumi fusilli di farina di ceci biologici 250 g",12.08 € / kg,0.25 kg
spesa bio,"più cereali bio, granola cioccolato 400 g",11.98 € / kg,0.4 kg
spesa bio,"pfanner bio, nettare di melagrana 50 cl",7.32 € / l,50.0 cl
spesa bio,"poggio del farro, farro muesli bio al cioccolato 230 g",13.48 € / kg,0.23 kg
spesa bio,"garfagnana coop, farro della garfagnana igp 500 g",7.22 € / kg,0.5 kg
spesa bio,"più cereali, bio fiocchi avena miele e mandorle 500 g",8.98 € / kg,0.5 kg
spesa bio,"pompadour, le tisane relax con valeriana e melissa 15 filtri 30 g",113.01 € / kg,0.03 kg
spesa bio,"adi apicoltura, miele di millefiori biologico italiano 250 g",19.96 € / kg,0.25 kg
spesa bio,"hipp, anellini di cereali al sapore di formaggio biologico 25 g",51.60 € / kg,0.025 kg
spesa bio,"altromercato, bio mascao fondente extra 60% zenzero e limone 100 g",28.00 € / kg,0.1 kg
spesa bio,"fior di pietra, farina integrale di farro da agricoltura biologica 1 kg",5.40 € / kg,1.0 kg
spesa bio,"louit frères, senape ancienne biologica 130 g",22.24 € / kg,0.13 kg
spesa bio,"nature med, grezze liquirizia di calabria dop 40 g",94.75 € / kg,0.04 kg
spesa bio,"cerreto, le fantasiose mix di semi di girasole sesamo e zucca biologici 35 g",28.00 € / kg,0.035 kg
spesa bio,"maama, proteica limone e noci barretta biologica 35 g",51.15 € / kg,0.035 kg
spesa bio,"altromercato, bio riso basmati 500 g",7.10 € / kg,0.5 kg
spesa bio,"frantoio venturino, olive riviera denocciolate biologiche 180 g",23.28 € / kg,0.18 kg
spesa bio,"gemme di bontà, mix di frutta secca energia e benessere anche per me 130 g",26.85 € / kg,0.13 kg
spesa bio,"cuore di, quinoa soffiata al naturale biologica 130 g",39.77 € / kg,0.13 kg
spesa bio,"maple farm, original pancake & waffle mix biologico 500 g",7.98 € / kg,0.5 kg
spesa bio,"hero, solo snacks carote e mais 40 g",47.50 € / kg,0.04 kg
spesa bio,"tcs bio, cicoria bio compatibili nespresso 10 capsule",0.33 € / pz,
spesa bio,"alce nero, ciokoveg 210 g",16.62 € / kg,0.21 kg
spesa bio,"più cereali bio, granola frutti di bosco 400 g",11.98 € / kg,0.4 kg
spesa bio,"vitabella, organic bio delizie al cioccolato e nocciole 300 g",9.97 € / kg,0.3 kg
spesa bio,"alce nero, omogeneizzato di legumi e verdure biologico conf. 2x80 g",11.19 € / kg,0.16 kg
spesa bio,"pompadour, le tisane drenante con betulla e ortica 15 filtri 30 g",113.01 € / kg,0.03 kg
spesa bio,"altromercato bio, biocaffè 100% arabica 250 g",23.28 € / kg,0.25 kg
spesa bio,"altromercato bio, mascao cioccolato cocco 80 g",40.00 € / kg,0.08 kg
spesa bio,"mionetto, prestige collection prosecco doc biologico 75 cl",12.92 € / l,75.0 cl
spesa bio,"cerreto, le fantasiose mix di semi di girasole sesamo e lino biologici 40 g",24.50 € / kg,0.04 kg
spesa bio,"aceto balsamico del duca, aceto balsamico di modena igp biologico 500 ml",13.98 € / l,
spesa bio,"tipiak, couscous integrale biologico 400 g",9.18 € / kg,0.4 kg
spesa bio,"hipp, omogeneizzato di formaggino e parmigiano biologico conf. 2x80 g",13.69 € / kg,0.16 kg
spesa bio,"cerreto, la fantasiose mix di soia tostata girasole e zucca biologici 35 g",28.00 € / kg,0.035 kg
spesa bio,"valfrutta, bio lenticchie conf. 2x400 g - peso netto sgocc. 2x240 g",7.48 € / kg,0.48 kg
spesa bio,"valverbe, infuso alla liquirizia bio 20 filtri 30 g",103.01 € / kg,0.03 kg
spesa bio,"sìpuro, chianti 75 cl",10.26 € / l,75.0 cl
spesa bio,"sgambaro, tortiglioni pasta di farro monococco biologico 500 g",6.34 € / kg,0.5 kg
spesa bio,"sgambaro, penne rigate pasta di farro monococco biologico 500 g",6.34 € / kg,0.5 kg
spesa bio,"perfect bio, granola proteica arachidi - cacao senza glutine 250 g",21.56 € / kg,0.25 kg
spesa bio,"cannamela, le regionali timo di sicilia bio foglie 7 g",491.43 € / kg,0.007 kg
spesa bio,"poggio del farro, farro muesli bio con frutta secca 230 g",13.48 € / kg,0.23 kg
spesa bio,"frantoio venturino, olive riviera denocciolate in salamoia biologiche 290 g - peso netto sgocc. 160 g",21.82 € / kg,0.16 kg
spesa bio,"altromercato, biofrolle alla quinoa con zucchero di canna e miele 240 g",11.21 € / kg,0.24 kg
spesa bio,"alpeker, natur polpettine di ceci surgelati surgelate 250 g",17.56 € / kg,0.25 kg
spesa bio,"poggio del farro, porridge frutta e semi bio 300 g",10.94 € / kg,0.3 kg
spesa bio,"cesare buonamici, olio extra vergine di oliva biologico 750 ml",15.98 € / l,
spesa bio,"perfect bio, granola proteica mandorle mirtilli 250 g",21.56 € / kg,0.25 kg
spesa bio,"valfrutta, bio cannellini conf. 2x400 g - peso netto sgocc. 2x240 g",7.48 € / kg,0.48 kg
spesa bio,"cannamela bionatura, peperoncino macinato biologico 50 g",63.80 € / kg,0.05 kg
spesa bio,"yogi, biologico ispirazione chai infuso 15 filtri 27 g",149.63 € / kg,0.027 kg
spesa bio,"ponti, olive verdi snocciolate biologiche 250 g - peso netto sgoc. 105 g",29.43 € / kg,0.105 kg
spesa bio,"il raccolto, bio pistacchi biologici tostati non salati 100 g",39.90 € / kg,0.1 kg
spesa bio,"pompadour, le tisane snellente con matè e lemongrass 15 filtri 30 g",113.01 € / kg,0.03 kg
spesa bio,"cèrèal, bio express quinoa al naturale 220 g",17.73 € / kg,0.22 kg
spesa bio,"yogi, biologico felicità all'arancia infuso 15 filtri 27 g",149.63 € / kg,0.027 kg
spesa bio,"germinal, crostatina ai frutti rossi senza glutine e senza latte 6 pezzi 200 g",20.75 € / kg,0.2 kg
spesa bio,"altromercato bio, tè verde 20 filtri 40 g",84.75 € / kg,0.04 kg
spesa bio,"cerreto, le fantasiose mix di semi di canapa lino e chia biologici 35 g",28.00 € / kg,0.035 kg
spesa bio,"cannamela, le regionali origano di sicilia foglie biologiche 7 g",427.15 € / kg,0.007 kg
spesa bio,"pietro coricelli, ethnos olio di sesamo biologico 250 ml",22.00 € / l,
spesa bio,"pompadour, le tisane depurativa con tarassaco e curcuma 15 filtri 30 g",113.01 € / kg,0.03 kg
spesa bio,"io veg, tofu con curcuma 170 g",21.71 € / kg,0.17 kg
